Area,Labor_Force_Participation_Rate,Unemployment_Rate
651201,70.363731,4.4048052
651221,63.919415,9.6275072
651222,67.87133,2.574605
651302,61.901962,3.4526448
651304,64.198784,6.2401266
651401,59.910801,4.7973533
651402,61.860466,4.7619047
670001,64.79644,7.5501585
670002,67.860451,7.279345
670003,72.982834,13.143193
670100,72.349014,7.3768501
670201,57.932148,6.3022866
670202,59.934547,5.6162248
670324,48.806625,3.2934132
670326,51.298027,0.20242915
670328,56.356358,2.3534636
670403,48,7.1161051
670405,43.956921,2.8130672
670406,45.899471,2.4495678
670407,64.07415,6.2853341
670411,48.920265,5.3763442
670413,53.491863,4.5390735
670416,52.410347,5.7767806
670500,50.131752,5.2562418
670602,50.532917,4.0632753
670701,61.294788,5.1680317
670702,58.963333,2.3032629
700101,71.634346,7.9401908
700102,64.410736,9.692029
700200,80.045555,7.2092581
700300,82.818672,7.5872536
700400,85.086845,8.3763494
700501,85.476189,7.8922935
700502,72.302933,7.0816865
700600,58.476048,4.4142613
700700,60.222145,4.8991356
700801,56.021828,10.816258
700802,67.090729,9.0319357
700901,66.827545,6.2590275
700902,72.345932,8.2796469
701000,70.892708,12.208099
701100,23.779194,24.553572
701201,58.557995,9.3683081
701202,77.5,7.6036868
701302,81.414322,6.3474388
701304,64.381821,7.6249647
701402,69.442986,5.230073
701501,80.930229,8.2758617
701502,68.991219,7.5231481
701601,70.327866,6.6433568
701602,77.016785,8.9279442
701701,74.196655,10.307492
701702,76.087677,6.329114
701801,66.98262,13.266509
701802,63.604416,14.60142
701902,67.64418,14.992775
702002,70.515694,13.407525
702102,74.26078,6.8601584
702201,78.236656,6.7615657
702202,68.475861,6.2211981
702300,70.442215,8.9614935
702400,72.673935,6.8435216
702501,72.23127,5.0732808
702502,67.961426,6.2672448
702600,66.538383,10.167428
702700,70.561562,3.5096393
702801,63.410885,6.2997575
702802,73.859123,10.006716
702803,71.714066,9.1639872
702901,74.571869,6.1767502
703001,81.287025,8.7207842
703002,62.129063,11.19535
703100,68.083282,10.151324
703200,61.919998,12.596899
800101,65.189049,7.4333334
800102,69.070816,14.184975
800202,55.445107,2.9482071
800203,59.75161,8.0831413
800204,53.086742,7.6545634
800324,73.377235,6.8717947
800325,58.864506,7.1597633
800326,63.394539,7.2781286
800327,69.308678,10.196951
800328,72.097054,6.0697117
800329,73.249245,5.6026731
800330,73.8815,11.129296
800331,61.244698,7.1593533
800332,56.751133,5.4981675
800406,54.632866,10.72
800408,58.216038,8.715209
800410,52.235611,11.122501
800504,60.811478,7.0789261
800506,56.026539,5.7236843
900102,23.867596,24.817518
900103,49.205269,10.890633
900104,49.168491,20.427237
900201,41.245594,10.826211
900300,51.952213,10.880538
900501,54.453312,12.910892
900504,60.626945,11.807847
900505,50.685974,10.300752
900506,47.757477,10.898551
900507,54.179333,11.676017
900508,51.100956,8.6178865
900602,48.040176,17.236105
900605,53.946621,11.929825
900606,41.789967,17.789291
900607,37.515175,9.0614891
900608,54.158752,13.253857
900609,57.458565,12.548077
900701,55.552059,15.005663
900703,50.3055,10.863698
900704,55.08353,4.6793761
900705,60.155781,9.0637445
900803,49.01453,12.298209
900804,48.913918,21.134869
900805,49.423347,15.196358
900806,44.64032,23.184713
900900,56.881332,13.505747
901003,0,
901004,64.940529,10.470016
901007,56.875,9.1908092
901008,60.678555,12.759856
901009,57.749077,6.549521
901010,50.087261,10.932055
901011,56.685974,11.106175
901101,57.769653,10.443038
901102,52.414577,10.691004
901205,60.972466,5.3612604
901209,47.970478,3.6538463
901210,61.302982,13.572343
901213,60.788864,7.3064342
910001,53.269463,11.600719
910002,52.446922,10.77187
910101,59.832638,15.384615
910201,56.822952,15.209359
910202,60.036789,6.2428188
910205,62.082138,10.923077
910206,71.024467,6.4585576
910207,59.594139,9.1562614
910208,65.427505,12.468434
910209,63.135593,8.5810165
910210,60.402081,12.956909
910301,59.48872,5.5106168
910302,57.575111,11.584012
910401,63.266487,14.263944
910402,58.372589,26.559061
910403,58.656509,20.543093
910404,57.095829,14.862267
910501,58.000599,19.358177
910502,52.222599,17.933723
910504,52.027027,15.289256
910505,55.099216,5.7788944
910601,53.314697,23.333334
910602,53.284134,19.875347
910603,58.59013,7.1502233
910605,58.084385,12.831389
910606,60.247349,14.736071
910705,59.463688,11.837655
910706,56.536697,12.08925
910707,61.346096,14.695521
910709,52.821316,17.655787
910711,54.458096,14.029506
910712,59.680088,25.508318
910713,56.281052,18.91551
910714,58.548332,10.987074
910715,63.798088,15.928895
910716,64.002899,7.3179932
910804,64.883629,14.096916
910805,62.912373,11.388775
910807,66.86512,9.0881176
910808,66.475441,8.0906153
910809,62.23317,8.619173
910810,65.414848,4.9399199
910811,69.930069,24
910812,61.691544,8.0645161
910813,58.328094,10.183189
911001,47.045258,7.352941
920011,46.875,14.166667
920012,67.374298,13.764511
920013,64.162758,10
920015,69.157875,5.0140142
920016,69.454735,8.0411587
920017,66.213791,7.820364
920018,68.348381,7.4592075
920020,67.242302,11.755362
920023,68.923615,8.3753147
920026,50.142448,0
920028,70.691498,7.0260448
920029,74.395767,13.5533
920030,80.953407,8.6064482
920031,51.601116,6.4139943
920032,72.326256,4.4303799
920033,63.063065,25.238094
920034,67.998619,11.550152
920035,66.748245,13.761916
920036,68.328102,9.0178061
920037,70.270775,10.081816
920038,74.964149,10.749808
920039,71.987953,10.041841
920040,67.730766,15.559341
920041,71.610558,11.880559
920042,71.969696,5.112782
920043,69.764313,7.9472327
920044,75.236809,6.5947242
920045,73.721855,5.9647861
920102,68.422287,10.05816
920104,68.666107,6.9639583
920106,72.220024,16.767124
920107,67.687401,7.2573042
920108,76.405586,5.2743511
920109,66.201248,3.3818183
920110,73.993225,8.3926754
920111,75.028725,8.473711
920112,64.735893,12.702828
920114,76.605507,8.2009897
920115,70.063293,7.4977417
920116,74.539635,7.160759
920118,75.176682,11.045829
920119,65.618729,9.1743116
920200,0,
920303,76.304535,3.4753363
920312,65.785347,11.9891
920313,64.355316,6.8661971
920314,74.617996,5.6313992
920322,61.976048,5.6590753
920326,69.951729,7.159287
920328,70.759567,3.7126715
920329,73.140587,6.9402533
920330,64.772018,8.3252974
920331,65.286057,9.6303062
920332,60.438557,12.92517
920334,57.661987,8.8362789
920336,77.820137,12.334294
920337,74.636696,11.52648
920338,68.004509,8.587533
920339,70.030403,7.8154683
930101,68.992249,22.47191
930200,66.071426,9.6525097
930301,34.057972,5.673759
980001,,
980002,,
980003,,
980004,,
980005,,
980006,,
980007,,
980008,40.384617,0
980009,,
980010,49.57983,15.254237
980013,,
980014,18.571428,
980015,66.023163,21.052631
980018,,
980019,74.125877,9.4339619
980020,,
980021,,
980022,,
980023,,
980024,86.338799,3.7974684
980025,,
980026,34.285713,
980028,,
980030,,
980031,2.4777007,0
980033,,
990300,,
