Area,Median_Household_Income
552100,45718.211
552200,49995.387
552301,79060.477
552302,65953.484
552400,64704.34
552601,60990.813
552602,65252.098
552700,64532.703
552800,60865.793
552900,62940.281
553000,82633.094
553100,71018.922
553200,73242.797
553300,55047.055
553400,59298.801
553502,51329.293
553503,53441.922
553504,48008.836
553601,54502.477
553602,58063.434
553701,44830.355
553702,46311.527
553801,46853.988
553802,32956.609
553901,61409.313
553902,48366.945
554001,54217.473
554002,46352.848
554101,47180.313
554103,80029.914
554104,45399.305
554105,42917.969
554201,78302.938
554203,57259.277
554204,38291.16
554301,49194.41
554302,49266.457
554403,38146.012
554404,41952.773
554405,38651.391
554406,67386.977
554511,88345.883
554512,110118.48
554513,100963.39
554514,76359.828
554515,97120.609
554516,105535.11
554517,96769.914
554518,102783.6
554519,116588.8
554521,85504.32
554522,102043.02
554600,52658.957
554700,67248.188
554801,61543.871
554802,66989.664
554900,62934.984
555001,65288.121
555002,65670.602
555102,43019.684
555103,68803.523
555104,64893.988
555202,113413.5
555211,41295.887
555212,39447.07
570001,81179.469
570002,86746.047
570003,81258.93
570100,85833.82
570202,55557.73
570203,45257.332
570204,55917.957
570301,43140.465
570303,35343.648
570304,44015.605
570402,61896.68
570403,44208.434
570404,52635.648
570501,69241.094
570502,58373.863
570601,44460.594
570602,53189.762
570603,32976.742
570701,70812.32
570702,90321.836
570800,82925.516
570901,95655.328
570902,89776.195
571000,86591.359
571101,111360.2
571102,89624.688
571200,84178.891
571300,106437.8
571400,84883.453
571502,58755.281
571503,81109.539
571504,64434.168
571600,13023.297
571701,50491.23
571703,34985.543
571704,42426.367
571800,108598.1
571900,75979.469
572001,90335.609
572002,68065.055
572100,115661.75
572201,70301.648
572202,85959.898
572301,53458.875
572302,57389.594
572400,52644.121
572500,21746.107
572600,79641.078
572700,57249.742
572800,21437.795
572900,38360.027
573002,27034.041
573003,58731.973
573004,28274.709
573100,55940.207
573201,29017.414
573202,42682.762
573300,32255.227
573401,69494.313
573402,51677.863
573403,105410.09
573601,106114.65
573700,106260.86
573800,102646.93
573902,114742.11
574000,123113.16
574100,95665.922
574201,98885.727
574202,68905.234
574300,80635.945
574400,102341.8
574500,99120.93
574601,
574602,88260.063
574700,
574800,76013.375
574901,99950.516
574902,54897.664
575001,73740.758
575002,69450.875
575101,39003.141
575102,26336.895
575103,39254.242
575201,39103.793
575202,36530.281
575300,32662.072
575401,32000.947
575402,34433.547
575500,
575801,28149.688
575802,29824.748
575803,24554.826
575901,39651.551
575902,31539.008
576001,70246.555
576200,24003.889
576301,33763.945
576302,38899.313
576401,29630.859
576402,40756.605
576403,34182.445
576501,34488.641
576502,37155.383
576503,42893.602
576601,53464.172
576602,60258.703
576700,73294.711
576801,43608.762
576802,50671.344
576901,32414.15
576903,43556.844
576904,50827.09
577000,59827.488
577100,60060.578
577200,75563.094
577300,62618.195
577400,81118.016
577501,92365.602
577504,104246.77
577602,81343.688
577603,102684.01
577604,90388.586
599000,63966.934
599100,
600100,24220.025
600201,30834.445
600202,26069.902
600302,39494.746
600303,25937.465
600304,24945.779
600400,36496.379
600501,61900.918
600502,60668.727
600601,66579.641
600602,28429.395
600702,75403.109
600703,69804.742
600704,70569.695
600801,65934.414
600802,56105.488
600902,36849.191
600911,53866.777
600912,46455.621
601001,23358.658
601002,43295.152
601100,32182.121
601202,44538.996
601211,37946.828
601212,41717.563
601301,64231.805
601302,49753.824
601303,34963.293
601401,43797.352
601402,53968.488
601501,34390.105
601502,37406.484
601600,42794.012
601700,34366.797
601801,33870.953
601802,38946.988
601900,36229.387
602002,41965.484
602003,38857.992
602004,40082.766
602103,34573.398
602104,44300.609
602105,42657.336
602106,46109.164
602200,61529.035
602301,79515
602302,127762.23
602402,53695.141
602403,49669.066
602404,50767.758
602504,40874.207
602505,32866.555
602506,40014.957
602507,40298.902
602508,45478.766
602509,52729.941
602600,53353.984
602700,82331.133
602801,34820.262
602802,55362.785
602900,36043.977
603001,42606.48
603004,48324.566
603005,47882.758
603006,47447.305
603101,51915.191
603102,44996.699
603200,59665.387
603301,39772.332
603302,47293.68
603400,53359.281
603500,70370.516
603600,81668.953
603702,81183.703
603703,87937.977
603704,45206.477
603801,49346.977
603802,54812.906
603900,50205.168
604001,48825.707
604002,50614.133
604100,49574.77
609900,66549.977
620001,101503.73
620002,77033.664
620101,101129.73
620102,85327.383
620201,131954.64
620301,162897.16
620303,151700.42
620305,144661.16
620400,137136.63
620501,129215.85
620521,93161.281
620522,92753.375
620601,116922.55
620602,122142.67
620701,107851.16
620702,133540.7
620800,158423.97
620901,173174.25
620904,176472.45
621001,126905.09
621002,105143.09
621004,89828.117
621102,160493.17
621104,123575.11
621201,114835.34
621204,91542.375
621301,107291.75
621324,117940.72
621326,93533.164
621400,107617.02
650001,70502.945
650003,47460.02
650004,60448.352
650101,94692.25
650102,88316.219
650200,103706.42
650300,62911.676
650401,104776.51
650501,108804.7
650502,103202.1
650602,67818.195
650603,79967.406
650604,54484.465
650605,66702.547
650701,101314.09
650702,118892.15
650800,84151.344
650901,68009.961
650902,84852.734
651001,91716.133
651002,91116.461
651101,96279.367
651102,55281.203
651201,131406.89
651221,56505.977
651222,95762.336
651302,110316.6
651304,87839.445
651401,67984.531
651402,110745.7
670001,66188.688
670002,59894.238
670003,61524.801
670100,59457.727
670201,139720.73
670202,170779.78
670324,166618.09
670326,185979.28
670328,208333.55
670403,141707.28
670405,109766.73
670406,132966.45
670407,99552.148
670411,120420.99
670413,147137.19
670416,105085.88
670500,229335.89
670602,146942.23
670701,106778.95
670702,177116.63
700101,44309.086
700102,23479.439
700200,56554.715
700300,81912.633
700400,77561.297
700501,74860.648
700502,59538.25
700600,254656.72
700700,
700801,86458.922
700802,73451.516
700901,76151.109
700902,80710.109
701000,122031.42
701100,
701201,166813.05
701202,87607.414
701302,73303.188
701304,122538.92
701402,75172.141
701501,93099.828
701502,83279.383
701601,110484
701602,100417.75
701701,75453.961
701702,54143.305
701801,51319.754
701802,60993.992
701902,59808.418
702002,63940.445
702102,101221.91
702201,81375.477
702202,96279.367
702300,77826.172
702400,94889.313
702501,85642.055
702502,95686.055
702600,90661.938
702700,127506.89
702801,61822.516
702802,82266.508
702803,70375.813
702901,106155.97
703001,82164.797
703002,109544.23
703100,74214.352
703200,97227.617
800101,144454.55
800102,105397.38
800202,136532.72
800203,124680.16
800204,123511.54
800324,133779.09
800325,102054.67
800326,125387.9
800327,78711.906
800328,78566.758
800329,99420.766
800330,126290.59
800331,133496.2
800332,157277.59
800406,129198.9
800408,118809.51
800410,135808.02
800504,124847.56
800506,161776.22
900102,21535.27
900103,34754.57
900104,45248.855
900201,40393.195
900300,45651.465
900501,41055.379
900504,65453.402
900505,36957.258
900506,43194.5
900507,40873.148
900508,59429.121
900602,35911.539
900605,43819.602
900606,33387.824
900607,23557.842
900608,49547.223
900609,42201.754
900701,35024.742
900703,27329.641
900704,36681.789
900705,45844.293
900803,49254.801
900804,39785.047
900805,59265.957
900806,20399.492
900900,60773.617
901003,
901004,83133.172
901007,102970.07
901008,62795.133
901009,63414.938
901010,50747.629
901011,61372.23
901101,51227.578
901102,63055.766
901205,84564.547
901209,55917.957
901210,58873.945
901213,108326.88
910001,54847.871
910002,47824.484
910101,37709.5
910201,57002.879
910202,92396.328
910205,57807.035
910206,107715.55
910207,94230.313
910208,64341.992
910209,102158.5
910210,90939.523
910301,98129.25
910302,90998.852
910401,78809.383
910402,31595.162
910403,22152.953
910404,49398.895
910501,15541.713
910502,35001.434
910504,37762.473
910505,52532.875
910601,29616.027
910602,28176.176
910603,43109.738
910605,53456.754
910606,49800.441
910705,72269.125
910706,54727.086
910707,51981.938
910709,64981.926
910711,41416.668
910712,57389.594
910713,55235.645
910714,48109.488
910715,53571.18
910716,59610.293
910804,92344.414
910805,84428.938
910807,106237.55
910808,90809.203
910809,129953.26
910810,124031.75
910811,110131.19
910812,78137.656
910813,103383.27
911001,57409.727
920011,62245.254
920012,71663.094
920013,109333.39
920015,128095.97
920016,133496.2
920017,91003.094
920018,97738.297
920020,86777.828
920023,61022.598
920026,66028.703
920028,114690.2
920029,70901.32
920030,86713.203
920031,58779.652
920032,144061.48
920033,66880.539
920034,66312.648
920035,70690.477
920036,84362.188
920037,53310.543
920038,56375.66
920039,113620.1
920040,94771.711
920041,76283.547
920042,76342.875
920043,131377.22
920044,112281.96
920045,125853.02
920102,70694.719
920104,121841.77
920106,75488.93
920107,150632.45
920108,118677.07
920109,110312.37
920110,137928.06
920111,106632.74
920112,89704.156
920114,95247.422
920115,120811.95
920116,112803.23
920118,115799.48
920119,141574.84
920200,
920303,122787.91
920312,84798.695
920313,97961.844
920314,127774.94
920322,100828.84
920326,94444.328
920328,116792.23
920329,97645.055
920330,93803.336
920331,98378.227
920332,82276.039
920334,76422.336
920336,50613.074
920337,44979.746
920338,162954.38
920339,127696.54
930101,61583.07
930200,82110.758
930301,81228.203
980001,
980002,
980003,
980004,
980005,
980006,
980007,
980008,37744.465
980009,
980010,
980013,
980014,
980015,54078.676
980018,
980019,155613.14
980020,
980021,
980022,
980023,
980024,
980025,
980026,
980028,
980030,
980031,
980033,
990300,
