Area,College_Graduation_Rate,Less_Than_High_School
651002,49.825409,4.7005105
651101,45.521992,4.9019608
651102,47.907127,6.4421191
651201,54.11974,3.4973326
651221,46.789726,8.7479935
651222,51.41663,2.2294474
651302,55.695934,4.864182
651304,61.753426,0.9041096
651401,52.43129,4.1754756
651402,55.75893,2.8571429
670001,31.018337,15.02146
670002,21.238937,17.29351
670003,23.203184,7.8090029
670100,34.571541,11.163522
670201,63.055752,0.56457305
670202,64.124146,1.5255129
670324,72.790199,1.7838125
670326,77.689392,1.8939394
670328,75.675674,0.69005173
670403,71.12159,1.3626834
670405,75.142319,1.9449716
670406,66.260742,4.799427
670407,65.572594,1.8926688
670411,69.59417,1.8389347
670413,71.841454,1.7616295
670416,67.197876,1.3944223
670500,70.315941,3.4533432
670602,69.108559,3.1597528
670701,50.210648,7.7364993
670702,55.039314,2.1920419
700101,58.946522,8.3433857
700102,41.14817,7.4406672
700200,72.455185,3.1850193
700300,67.007385,1.7225062
700400,67.784103,3.8794012
700501,56.537598,7.603816
700502,61.614624,1.5486164
700600,60.73415,9.4827585
700700,66.78643,6.4271455
700801,44.494751,6.6474586
700802,58.289375,2.6752071
700901,60.212688,3.6670334
700902,62.933167,4.2698021
701000,77.281326,1.891253
701100,9.7237568,24.198895
701201,76.702019,0.85528564
701202,79.284081,0.34272659
701302,78.207741,2.4439919
701304,69.211441,2.6285272
701402,65.818848,4.4830742
701501,72.412071,2.4943876
701502,60.427174,8.6027889
701601,76.806419,1.2786202
701602,73.413895,5.1359515
701701,55.469845,4.1023841
701702,50.856915,9.6054201
701801,38.546947,15.689115
701802,46.641556,13.402386
701902,65.258217,1.4084507
702002,64.946327,3.0759702
702102,76.24585,3.580657
702201,58.279125,1.8036665
702202,61.377872,4.2449546
702300,63.145676,5.5329852
702400,49.475632,8.574954
702501,55.31287,5.1652894
702502,73.364761,3.1526222
702600,50.405186,7.8490391
702700,58.578526,5.1967902
702801,42.831635,12.219388
702802,39.904987,16.211401
702803,37.132202,15.70659
702901,62.96582,2.7627859
703001,63.310619,2.4840624
703002,54.151688,2.8037384
703100,53.427513,3.9138491
703200,49.641537,4.9750161
800101,67.085037,1.767418
800102,60.368099,2.3721881
800202,68.125496,2.7155285
800203,55.727299,2.2081149
800204,59.290188,5.3385029
800324,51.518959,2.8493609
800325,57.789513,1.6220294
800326,65.442535,2.2985468
800327,41.502495,12.424481
800328,58.848843,4.1420116
800329,60.03529,2.1835024
800330,54.605263,1.9736842
800331,48.611111,3.2407408
800332,61.38546,1.1659808
800406,53.73904,7.6843734
800408,61.068012,0.39689699
800410,63.131313,3.1746032
800504,56.797752,4.8876405
800506,60.040241,4.3460765
900102,3.4482758,41.987831
900103,4.1559186,26.167957
900104,7.3790002,23.459402
900201,12.566137,21.957672
900300,10.779817,18.715597
900501,7.550117,26.243166
900504,14.826928,12.619243
900505,13.638423,20.208427
900506,15.708955,17.350746
900507,12.053679,21.78289
900508,12.763819,18.241205
900602,3.1084862,32.048492
900605,7.500617,27.165064
900606,7.2669106,25.594151
900607,5.6968465,21.922686
900608,9.3735056,17.694883
900609,10.490694,24.128595
900701,13.293279,23.770184
900703,15.088014,19.279129
900704,14.722754,13.384321
900705,20.558107,6.4641471
900803,13.82882,20.152643
900804,6.7601404,31.847773
900805,15.01125,19.800707
900806,5.7289882,25.660378
900900,19.812735,11.048689
901003,1.71278,41.721565
901004,27.141569,7.2652326
901007,19.814447,12.193505
901008,19.124308,12.632109
901009,23.128723,10.56721
901010,16.388889,16.439394
901011,27.64373,8.2514153
901101,17.163685,18.157721
901102,22.472221,12.694445
901205,21.314579,8.533946
901209,17.702845,20.12645
901210,23.47295,3.4904015
901213,27.670433,6.9631791
910001,8.3308182,32.568668
910002,10.358755,39.0354
910101,6.5693431,39.207508
910201,13.999146,23.81562
910202,28.237612,9.0934687
910205,29.658215,17.640574
910206,30.940481,12.494321
910207,23.939394,15.426997
910208,15.539351,20.266533
910209,29.896908,8.6156111
910210,30.474091,6.8798237
910301,24.218206,9.277276
910302,31.872099,10.752965
910401,30.984289,10.328096
910402,8.4043159,45.371948
910403,4.7480621,44.186047
910404,9.1764708,34.070587
910501,8.067853,36.16053
910502,9.0418358,42.195232
910504,7.7181206,42.407719
910505,3.6439664,28.79331
910601,4.7316203,41.846859
910602,12.059621,21.95122
910603,7.610939,27.992777
910605,5.2330022,36.096256
910606,11.198208,32.922733
910705,9.0974941,29.349558
910706,7.1002197,35.186932
910707,13.150893,24.515394
910709,12.653446,23.607176
910711,7.0556588,35.692116
910712,13.071896,21.278141
910713,8.7719297,32.144878
910714,6.3791556,42.452831
910715,10.470325,21.75252
910716,16.217001,21.061792
910804,20.445545,11.336634
910805,32.336052,15.080085
910807,33.308624,8.8460588
910808,26.235907,11.49176
910809,47.879974,3.2615786
910810,31.776705,7.9978528
910811,32.743362,5.3097343
910812,13.866667,5.0666666
910813,27.302393,4.858593
911001,20.547073,18.638678
920011,21.212122,25.108225
920012,21.723301,7.038835
920013,31.802326,10.552325
920015,42.326855,3.3134031
920016,42.732838,6.3809218
920017,17.909431,11.065713
920018,26.156813,4.4987144
920020,27.468737,8.8831396
920023,10.97973,30.743244
920026,12.040133,31.772575
920028,45.323212,4.872674
920029,21.703297,6.4560437
920030,33.34219,12.885228
920031,25.979143,7.9490151
920032,44.169247,7.7399383
920033,14.602588,16.081331
920034,27.355503,9.6991291
920035,22.084806,18.39419
920036,16.143278,23.15996
920037,13.938003,24.202066
920038,19.601786,19.327154
920039,25.694965,6.1607814
920040,33.705772,6.331471
920041,22.288828,10.626703
920042,30.731913,10.335372
920043,46.304291,5.4610109
920044,35.459862,4.9441786
920045,46.815388,2.1338506
920102,30.435953,10.172228
920104,26.013691,8.6361246
920106,16.358025,23.251028
920107,65.725807,0.58651024
920108,50.938438,4.0540543
920109,54.749229,2.9700196
920110,52.417534,3.5246272
920111,31.499311,3.3929391
920112,33.827251,7.1919045
920114,47.662277,0.9759419
920115,47.901051,6.1469264
920116,37.163891,4.5774646
920118,31.389271,8.225585
920119,46.339436,6.3227954
920200,1.6767583,43.921753
920303,56.102783,2.1413276
920312,34.218136,10.249672
920313,36.550026,10.552215
920314,41.221767,5.3901439
920322,39.051678,3.4096963
920326,41.126823,5.4744525
920328,53.032345,4.9865227
920329,40.362194,4.8375092
920330,43.992294,5.1529016
920331,30.993769,8.0026236
920332,33.386456,13.067729
920334,45.58128,9.833209
920336,16.197975,41.844769
920337,15.058548,41.100704
920338,59.829742,4.3628626
920339,55.480568,3.9562485
930101,64.912277,3.5087719
930200,30.581039,11.620795
930301,15.730337,21.067415
980001,,
980002,,
980003,,
980004,,
980005,,
980006,,
980007,,
980008,0,33
980009,,
980010,23.364487,30.841122
980013,,
980014,,
980015,5.7142859,22.857143
980018,,
980019,61.53846,0
980020,,
980021,,
980022,,
980023,,
980024,45.56213,5.3254437
980025,,
980026,,
980028,,
980030,,
980031,14.300847,18.644068
980033,,
990300,,
