Area,Below_100_Poverty_Threshold,Below_200_Poverty_Threshold
670702,2.2668154,8.6213303
700101,22.511431,37.513191
700102,24.606619,54.232231
700200,15.725866,29.344141
700300,9.4734993,21.517874
700400,11.067268,21.0823
700501,10.887815,24.879166
700502,14.160756,26.926714
700600,5.5222087,13.365346
700700,3.018446,8.9155951
700801,15.272844,22.667097
700802,9.3914566,16.237566
700901,11.455847,20.65765
700902,8.7655525,17.97847
701000,7.0257611,14.23167
701100,58.924206,86.063568
701201,7.0605907,12.018027
701202,7.1122012,10.821582
701302,9.0813761,16.820469
701304,7.0793653,16.079365
701402,13.163935,23.131147
701501,8.2197437,17.368856
701502,10.134579,19.829718
701601,3.1572165,9.0206184
701602,12.673081,22.107487
701701,6.9032979,21.408607
701702,16.71875,26.46875
701801,15.589864,39.016613
701802,21.971109,41.891891
701902,18.22929,36.743412
702002,13.831028,32.161308
702102,9.1042109,15.347098
702201,12.761675,23.450081
702202,8.324873,13.959391
702300,13.076597,22.951052
702400,6.7870035,15.042118
702501,7.6627488,13.856238
702502,6.4849625,18.890978
702600,5.3525915,12.727273
702700,2.2386093,7.1635504
702801,15.042674,37.802277
702802,9.052453,28.976311
702803,15.609913,37.04538
702901,12.959172,18.000647
703001,11.028037,18.725573
703002,8.4290695,13.811798
703100,8.4525118,17.180052
703200,8.8778057,13.915212
800101,1.2056738,8.9007092
800102,6.9100962,17.064301
800202,11.776251,19.52895
800203,8.9488373,15.293023
800204,8.0774088,20.908709
800324,3.7171781,9.0319519
800325,8.4449625,15.463017
800326,6.7059979,11.819076
800327,13.447783,26.484262
800328,7.8254848,16.239613
800329,6.134604,11.986301
800330,10.177404,20.821663
800331,3.3096926,10.283688
800332,1.7990547,8.1262388
800406,8.680851,18.085106
800408,10.401662,13.490305
800410,4.4976635,12.908878
800504,10.598065,14.951627
800506,7.2432761,12.041565
900102,54.848045,71.345879
900103,32.267937,63.787827
900104,28.325281,58.727859
900201,34.026466,53.308128
900300,11.834149,48.401958
900501,23.630083,60.276337
900504,11.258384,30.884701
900505,30.961824,66.236984
900506,34.944008,57.154709
900507,26.036186,58.270241
900508,25.207914,46.228851
900602,33.121468,70.639122
900605,29.444515,62.571175
900606,39.686749,64.024094
900607,53.958622,75.83448
900608,27.483725,48.485706
900609,34.405895,60.90239
900701,32.583218,55.438351
900703,37.774727,58.46154
900704,31.830986,65.105637
900705,15.377008,43.411621
900803,23.755919,44.608101
900804,32.35294,68.366707
900805,17.805122,39.628326
900806,37.618279,74.174934
900900,15.154038,22.98085
901003,,
901004,10.656135,18.620022
901007,11.025146,19.92263
901008,10.1227,25.357874
901009,13.371488,35.778702
901010,30.290873,53.226345
901011,14.888535,29.378981
901101,18.154404,40.088459
901102,18.365845,34.118511
901205,10.038374,23.574045
901209,13.563605,30.244314
901210,8.5585585,37.644787
901213,3.3406353,12.62322
910001,15.048793,58.055126
910002,21.826344,56.47356
910101,33.729923,55.978584
910201,23.699423,45.141758
910202,5.9005647,26.31579
910205,19.383261,37.518356
910206,10.005784,20.618855
910207,13.317599,29.28186
910208,11.571649,39.33744
910209,4.8541422,16.12602
910210,3.1214848,17.899324
910301,12.055055,19.411486
910302,3.1211643,18.411362
910401,6.7871962,22.866034
910402,48.321209,73.614998
910403,67.038414,88.434532
910404,22.535976,51.262558
910501,68.386986,85.689293
910502,31.860777,73.574295
910504,39.406067,73.06234
910505,21.969696,53.656128
910601,34.067631,70.169777
910602,41.906204,69.566315
910603,28.556517,54.443783
910605,24.973679,58.791325
910606,19.910582,63.994038
910705,12.150794,46.809525
910706,13.186634,41.890789
910707,20.560747,48.420116
910709,10.267062,43.442135
910711,24.508169,65.566299
910712,23.928293,45.479343
910713,19.831293,59.659279
910714,15.932863,58.209682
910715,15.094635,42.57782
910716,17.128731,40.102421
910804,9.8645363,17.818687
910805,9.5075674,26.987848
910807,6.6849227,15.560567
910808,1.2650949,10.494537
910809,9.9772205,13.940775
910810,6.3585825,13.655316
910811,9.7902098,20.979021
910812,13.263158,18.31579
910813,7.2698326,14.937649
911001,16.572689,44.07943
920011,23.03665,31.937172
920012,8.0971661,20.34413
920013,3.8155479,8.7329121
920015,3.3419023,8.9492292
920016,4.3081698,8.3834658
920017,5.5648189,21.613173
920018,6.1939344,14.737291
920020,6.8757877,16.426271
920023,10.804522,37.533245
920026,15.2,40.533333
920028,5.4962311,13.34799
920029,5.3399477,19.433907
920030,11.948439,27.136011
920031,5.4934645,20.45842
920032,3.0097086,7.540453
920033,17.073172,32.384823
920034,20.614973,34.438503
920035,10.447577,43.385262
920036,15.9689,27.960526
920037,29.26671,55.444515
920038,19.361233,44.647575
920039,2.7066216,6.3798938
920040,10.860889,17.445839
920041,12.866449,29.250814
920042,11.003005,20.818428
920043,1.2353601,13.797529
920044,2.349689,7.15273
920045,6.2652068,10.482563
920102,18.850073,37.554585
920104,8.5192699,16.024342
920106,17.150719,34.515438
920107,2.8837998,8.8634434
920108,1.9395579,8.2769508
920109,2.6644917,14.536886
920110,4.4708548,11.035654
920111,4.6708465,6.3322883
920112,5.1030669,13.524384
920114,6.6480775,15.468154
920115,2.781955,11.804511
920116,1.7892253,6.6850176
920118,3.3184428,12.172942
920119,4.3584719,9.3535748
920200,,
920303,14.996447,17.981522
920312,7.8583288,24.663345
920313,12.924071,26.045593
920314,2.075536,11.024158
920322,2.3857527,6.8548388
920326,6.0491776,12.988384
920328,12.446146,14.169459
920329,4.79073,11.622276
920330,5.6162248,8.1296587
920331,5.8259411,17.9813
920332,5.2961278,16.343964
920334,13.299722,22.72253
920336,20.36862,54.379333
920337,29.93774,62.961983
920338,7.4236493,9.2090836
920339,3.2087791,9.6263371
930101,0,5.0955415
930200,18.594105,29.478458
930301,14.1252,34.510433
980001,,
980002,,
980003,,
980004,,
980005,,
980006,,
980007,,
980008,41.935482,58.064518
980009,,
980010,58.992805,77.697845
980013,,
980014,45.714287,100
980015,21.333334,52
980018,,
980019,0,0
980020,,
980021,,
980022,,
980023,,
980024,1.6260163,22.357723
980025,,
980026,,
980028,,
980030,,
980031,0,0
980033,,
990300,,
